"Species href","Species-common","Species-sci","Obs-count","Icon href","is-visuallyHidden 2","Obs-date href","Obs-date","is-visuallyHidden 3","Obs-observer","is-visuallyHidden 4","Obs-location-name","Obs-location-name href","Icon href 4","is-visuallyHidden 5","is-visuallyHidden 6"
"https://ebird.org/species/moublu/US-OR-051","Mountain Bluebird","Sialia currucoides","1","[object Object]","Date:","https://ebird.org/checklist/S159660419","4 Mar 1989","Observer:","Nick Lethaby","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","[object Object]","Show details","Details:"
"https://ebird.org/species/horgre/US-OR-051","Horned Grebe","Podiceps auritus","2","[object Object]","Date:","https://ebird.org/checklist/S159659319","18 Feb 1989","Observer:","Nick Lethaby","Location:","Columbia Slough & River, North Portland","","","",""
"https://ebird.org/species/banswa/US-OR-051","Bank Swallow","Riparia riparia","1","[object Object]","Date:","https://ebird.org/checklist/S145066590","8 Sep 1988","Observer:","Nick Lethaby","Location:","Sauvie Island--Raccoon Point","https://ebird.org/region/L831968?rank=lrec","","",""
"https://ebird.org/species/shbdow/US-OR-051","Short-billed Dowitcher","Limnodromus griseus","50","[object Object]","Date:","https://ebird.org/checklist/S145066434","5 Sep 1988","Observer:","Nick Lethaby","Location:","Sauvie Island--Raccoon Point","https://ebird.org/region/L831968?rank=lrec","[object Object]","Show details","Details:"
"https://ebird.org/species/bubsan/US-OR-051","Buff-breasted Sandpiper","Calidris subruficollis","1","[object Object]","Date:","https://ebird.org/checklist/S144774578","31 Aug 1988","Observer:","Nick Lethaby","Location:","Sauvie Island--Raccoon Point","https://ebird.org/region/L831968?rank=lrec","[object Object]","Show details","Details:"
"https://ebird.org/species/margod/US-OR-051","Marbled Godwit","Limosa fedoa","1","[object Object]","Date:","https://ebird.org/checklist/S144750278","21 Aug 1988","Observer:","Nick Lethaby","Location:","Sauvie Island--Oak Island Boat Launch","https://ebird.org/region/L3596299?rank=lrec","[object Object]","Show details","Details:"
"https://ebird.org/species/solsan/US-OR-051","Solitary Sandpiper","Tringa solitaria","1","[object Object]","Date:","https://ebird.org/checklist/S144745662","2 Aug 1988","Observer:","Nick Lethaby","Location:","Sauvie Island (both counties)","","","",""
"https://ebird.org/species/semsan/US-OR-051","Semipalmated Sandpiper","Calidris pusilla","1","[object Object]","Date:","https://ebird.org/checklist/S144745662","2 Aug 1988","Observer:","Nick Lethaby","Location:","Sauvie Island (both counties)","","","",""
"https://ebird.org/species/sander/US-OR-051","Sanderling","Calidris alba","1","[object Object]","Date:","https://ebird.org/checklist/S144517811","28 Jul 1988","Observer:","Nick Lethaby","Location:","Sauvie Island--Raccoon Point","https://ebird.org/region/L831968?rank=lrec","[object Object]","Show details","Details:"
"https://ebird.org/species/harduc/US-OR-051","Harlequin Duck","Histrionicus histrionicus","2","[object Object]","Date:","https://ebird.org/checklist/S205191389","7 May 1988","Observer:","Oregon Birds Historical Data","Location:","Oxbow Park","","[object Object]","Show details","Details:"
"https://ebird.org/species/nopowl/US-OR-051","Northern Pygmy-Owl","Glaucidium gnoma","1","[object Object]","Date:","https://ebird.org/checklist/S31687222","30 Apr 1988","Observer:","Tom Lally","Location:","University of Portland","https://ebird.org/region/L1422617?rank=lrec","[object Object]","Show details","Details:"
"https://ebird.org/species/retloo/US-OR-051","Red-throated Loon","Gavia stellata","1","[object Object]","Date:","https://ebird.org/checklist/S30761324","20 Feb 1988","Observer:","Anthony  Hewetson","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/lotduc/US-OR-051","Long-tailed Duck","Clangula hyemalis","1","[object Object]","Date:","https://ebird.org/checklist/S205192762","17 Nov 1987","Observer:","Oregon Birds Historical Data","Location:","Broughton Beach","https://ebird.org/region/L815296?rank=lrec","[object Object]","Show details","Details:"
"https://ebird.org/species/canwre/US-OR-051","Canyon Wren","Catherpes mexicanus","1","[object Object]","Date:","https://ebird.org/checklist/S205190300","17 Nov 1987","Observer:","Oregon Birds Historical Data","Location:","Bonneville Dam and Visitor Center","https://ebird.org/region/L2115090?rank=lrec","[object Object]","Show details","Details:"
"https://ebird.org/species/sabgul/US-OR-051","Sabine's Gull","Xema sabini","1","[object Object]","Date:","https://ebird.org/checklist/S205191388","15 Sep 1987","Observer:","Oregon Birds Historical Data","Location:","Multnomah Falls (near)","","[object Object]","Show details","Details:"
"https://ebird.org/species/lcspet/US-OR-051","Leach's Storm-Petrel","Hydrobates leucorhous","1","[object Object]","Date:","https://ebird.org/checklist/S281995448","30 Jun 1987","Observer:","David Irons","Location:","Willamette River, Downtown Portland, OR","","[object Object]","Show details","Details:"
"https://ebird.org/species/brnthr/US-OR-051","Brown Thrasher","Toxostoma rufum","1","[object Object]","Date:","https://ebird.org/checklist/S95413046","6 Jun 1987","Observer:","Oregon Bird Records Committee OBRC","Location:","7335 SE Woodstock Blvd., Portland","","[object Object]","Show details","Details:"
"https://ebird.org/species/magfri/US-OR-051","Magnificent Frigatebird","Fregata magnificens","1","[object Object]","Date:","https://ebird.org/checklist/S59086424","4 Jun 1987","Observer:","Oregon Bird Records Committee OBRC","Location:","Portland","","[object Object]","Show details","Details:"
"https://ebird.org/species/mouqua/US-OR-051","Mountain Quail","Oreortyx pictus","2","[object Object]","Date:","https://ebird.org/checklist/S147356204","25 May 1987","Observer:","Anonymous eBirder","Location:","* Bull Run Upper Reservoir","","[object Object]","Show details","Details:"
"https://ebird.org/species/gresca/US-OR-051","Greater Scaup","Aythya marila","X","[object Object]","Date:","https://ebird.org/checklist/S53685386","1 Mar 1987","Observer:","johnny powell","Location:","Smith and Bybee Lakes--Wetland Interlakes Trail","https://ebird.org/region/L3121366?rank=lrec","[object Object]","Show details","Details:"
"https://ebird.org/species/rusbla/US-OR-051","Rusty Blackbird","Euphagus carolinus","1","[object Object]","Date:","https://ebird.org/checklist/S18919837","14 Feb 1987","Observer:","Tom Crabtree","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","[object Object]","Show details","Details:"
"https://ebird.org/species/baisan/US-OR-051","Baird's Sandpiper","Calidris bairdii","2","[object Object]","Date:","https://ebird.org/checklist/S36249311","16 Aug 1986","Observer:","Wink Gross","Location:","Sauvie Island Wildlife Area","","[object Object]","Show details","Details:"
"https://ebird.org/species/semplo/US-OR-051","Semipalmated Plover","Charadrius semipalmatus","X","[object Object]","Date:","https://ebird.org/checklist/S144097354","1 May 1986","Observer:","Nick Lethaby","Location:","North Portland (general area)","","","",""
"https://ebird.org/species/tribla/US-OR-051","Tricolored Blackbird","Agelaius tricolor","6","[object Object]","Date:","https://ebird.org/checklist/S144097354","1 May 1986","Observer:","Nick Lethaby","Location:","North Portland (general area)","","[object Object]","Show details","Details:"
"https://ebird.org/species/wesfly/US-OR-051","Western Flycatcher","Empidonax difficilis","1","[object Object]","Date:","https://ebird.org/checklist/S144096517","30 Apr 1986","Observer:","Nick Lethaby","Location:","Pittock Mansion","https://ebird.org/region/L447392?rank=lrec","","",""
"https://ebird.org/species/bargol/US-OR-051","Barrow's Goldeneye","Bucephala islandica","2","[object Object]","Date:","https://ebird.org/checklist/S210916699","4 Jan 1986","Observer:","Oregon Birds Historical Data","Location:","Broughton Beach","https://ebird.org/region/L815296?rank=lrec","[object Object]","Show details","Details:"
"https://ebird.org/species/dusfly/US-OR-051","Dusky Flycatcher","Empidonax oberholseri","X","[object Object]","Date:","https://ebird.org/checklist/S24681535","22 May 1985","Observer:","Bernard Morris","Location:","Pittock Mansion","https://ebird.org/region/L447392?rank=lrec","","",""
"https://ebird.org/species/comloo/US-OR-051","Common Loon","Gavia immer","2","[object Object]","Date:","https://ebird.org/checklist/S147366615","8 Apr 1985","Observer:","Anonymous eBirder","Location:","* Bull Run Upper Reservoir","","[object Object]","Show details","Details:"
"https://ebird.org/species/fragul/US-OR-051","Franklin's Gull","Leucophaeus pipixcan","1","[object Object]","Date:","https://ebird.org/checklist/S40022640","16 Feb 1985","Observer:","Craig Miller","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","[object Object]","Show details","Details:"
"https://ebird.org/species/blujay/US-OR-051","Blue Jay","Cyanocitta cristata","1","[object Object]","Date:","https://ebird.org/checklist/S95367762","30 Oct 1984","Observer:","Oregon Bird Records Committee OBRC","Location:","27905 NW Reeder Rd., Sauvie Island","","[object Object]","Show details","Details:"
"https://ebird.org/species/amwpel/US-OR-051","American White Pelican","Pelecanus erythrorhynchos","3","[object Object]","Date:","https://ebird.org/checklist/S130857591","25 Jun 1984","Observer:","Bill Hooker","Location:","I-5, Multnomah County OR","","[object Object]","Show details","Details:"
"https://ebird.org/species/naswar/US-OR-051","Nashville Warbler","Leiothlypis ruficapilla","X","[object Object]","Date:","https://ebird.org/checklist/S9427410","15 Apr 1984","Observer:","Karen Kearney","Location:","Oaks Bottom Wildlife Refuge","https://ebird.org/region/L453974?rank=lrec","","",""
"https://ebird.org/species/renpha/US-OR-051","Red-necked Phalarope","Phalaropus lobatus","X","[object Object]","Date:","https://ebird.org/checklist/S3092462","31 Aug 1983","Observer:","Rob Fergus","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","[object Object]","Show details","Details:"
"https://ebird.org/species/reshaw/US-OR-051","Red-shouldered Hawk","Buteo lineatus","1","[object Object]","Date:","https://ebird.org/checklist/S205191864","11 Nov 1982","Observer:","Oregon Birds Historical Data","Location:","Oaks Bottom Wildlife Refuge","https://ebird.org/region/L453974?rank=lrec","[object Object]","Show details","Details:"
"https://ebird.org/species/whfibi/US-OR-051","White-faced Ibis","Plegadis chihi","4","[object Object]","Date:","https://ebird.org/checklist/S9050641","3 Jan 1982","Observer:","Jeff Harding","Location:","Gillihan Loop Road","","[object Object]","Show details","Details:"
"https://ebird.org/species/comrav/US-OR-051","Common Raven","Corvus corax","2","[object Object]","Date:","https://ebird.org/checklist/S8612049","23 Dec 1981","Observer:","Keith Taylor","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/swaspa/US-OR-051","Swamp Sparrow","Melospiza georgiana","X","[object Object]","Date:","https://ebird.org/checklist/S46256821","30 Jan 1981","Observer:","John F. Gatchet","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/clcspa/US-OR-051","Clay-colored Sparrow","Spizella pallida","1","[object Object]","Date:","https://ebird.org/checklist/S97444192","17 Jan 1981","Observer:","Oregon Bird Records Committee OBRC","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","[object Object]","Show details","Details:"
"https://ebird.org/species/shtsan/US-OR-051","Sharp-tailed Sandpiper","Calidris acuminata","3","[object Object]","Date:","https://ebird.org/checklist/S47444183","11 Oct 1980","Observer:","Oregon Bird Records Committee OBRC","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","[object Object]","Show details","Details:"
"https://ebird.org/species/pecsan/US-OR-051","Pectoral Sandpiper","Calidris melanotos","X","[object Object]","Date:","https://ebird.org/checklist/S46211855","11 Oct 1980","Observer:","John F. Gatchet","Location:","Sauvie Island--Oak Island (Multnomah Co.)","https://ebird.org/region/L2365468?rank=lrec","","",""
"https://ebird.org/species/forter/US-OR-051","Forster's Tern","Sterna forsteri","4","[object Object]","Date:","https://ebird.org/checklist/S205787880","20 May 1980","Observer:","David Irons","Location:","Oaks Bottom Wildlife Refuge","https://ebird.org/region/L453974?rank=lrec","[object Object]","Show details","Details:"
"https://ebird.org/species/wesgul/US-OR-051","Western Gull","Larus occidentalis","2","[object Object]","Date:","https://ebird.org/checklist/S125665326","8 Mar 1980","Observer:","michael carmody","Location:","Sauvie Island--NW Gillihan Loop Rd.","https://ebird.org/region/L2270856?rank=lrec","","",""
"https://ebird.org/species/dunlin/US-OR-051","Dunlin","Calidris alpina","X","[object Object]","Date:","https://ebird.org/checklist/S45899399","9 Feb 1980","Observer:","John F. Gatchet","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/bcnher/US-OR-051","Black-crowned Night Heron","Nycticorax nycticorax","1","[object Object]","Date:","https://ebird.org/checklist/S43274266","20 Nov 1979","Observer:","Jeff Harding","Location:","Marine Dr. Faloma Slough","","[object Object]","Show details","Details:"
"https://ebird.org/species/chispa/US-OR-051","Chipping Sparrow","Spizella passerina","X","[object Object]","Date:","https://ebird.org/checklist/S45804658","12 May 1979","Observer:","John F. Gatchet","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/truswa/US-OR-051","Trumpeter Swan","Cygnus buccinator","X","[object Object]","Date:","https://ebird.org/checklist/S45724498","20 Jan 1979","Observer:","John F. Gatchet","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/gryjay/US-OR-051","Canada Jay","Perisoreus canadensis","1","[object Object]","Date:","https://ebird.org/checklist/S128136357","20 May 1978","Observer:","Frank Isaacs","Location:","Wildwood Trail","https://ebird.org/region/L591296?rank=lrec","","",""
"https://ebird.org/species/hutvir/US-OR-051","Hutton's Vireo","Vireo huttoni","X","[object Object]","Date:","https://ebird.org/checklist/S74133453","18 Feb 1978","Observer:","Daniel Taylor","Location:","Tryon Creek SP","https://ebird.org/region/L875043?rank=lrec","","",""
"https://ebird.org/species/cacgoo1/US-OR-051","Cackling Goose","Branta hutchinsii","X","[object Object]","Date:","https://ebird.org/checklist/S74100958","28 Jan 1978","Observer:","Daniel Taylor","Location:","Sauvie Island--Oak Island (Multnomah Co.)","https://ebird.org/region/L2365468?rank=lrec","","",""
"https://ebird.org/species/hoomer/US-OR-051","Hooded Merganser","Lophodytes cucullatus","X","[object Object]","Date:","https://ebird.org/checklist/S74054175","22 Jan 1978","Observer:","Daniel Taylor","Location:","Sauvie Island--Raccoon Point","https://ebird.org/region/L831968?rank=lrec","","",""
"https://ebird.org/species/norshr4/US-OR-051","Northern Shrike","Lanius borealis","2","[object Object]","Date:","https://ebird.org/checklist/S65960819","31 Dec 1977","Observer:","Daniel Taylor","Location:","Sauvie Island--Oak Island (Multnomah Co.)","https://ebird.org/region/L2365468?rank=lrec","","",""
"https://ebird.org/species/coshum/US-OR-051","Costa's Hummingbird","Calypte costae","1","[object Object]","Date:","https://ebird.org/checklist/S25637927","2 Nov 1977","Observer:","David Irons","Location:","NW Portland","","[object Object]","Show details","Details:"
"https://ebird.org/species/stisan/US-OR-051","Stilt Sandpiper","Calidris himantopus","2","[object Object]","Date:","https://ebird.org/checklist/S8067779","2 Sep 1977","Observer:","Tom Crabtree","Location:","Sauvie Island--Raccoon Point","https://ebird.org/region/L831968?rank=lrec","[object Object]","Show details","Details:"
"https://ebird.org/species/lesyel/US-OR-051","Lesser Yellowlegs","Tringa flavipes","52","[object Object]","Date:","https://ebird.org/checklist/S205192796","12 Aug 1977","Observer:","Oregon Birds Historical Data","Location:","Sauvie Island--Raccoon Point","https://ebird.org/region/L831968?rank=lrec","","",""
"https://ebird.org/species/sheowl/US-OR-051","Short-eared Owl","Asio flammeus","7","[object Object]","Date:","https://ebird.org/checklist/S65758713","12 Feb 1977","Observer:","Daniel Taylor","Location:","Sauvie Island--Raccoon Point","https://ebird.org/region/L831968?rank=lrec","[object Object]","Show details","Details:"
"https://ebird.org/species/normoc/US-OR-051","Northern Mockingbird","Mimus polyglottos","X","[object Object]","Date:","https://ebird.org/checklist/S18919288","1 Feb 1977","Observer:","Tom Crabtree","Location:","Portland","","","",""
"https://ebird.org/species/gwfgoo/US-OR-051","Greater White-fronted Goose","Anser albifrons","X","[object Object]","Date:","https://ebird.org/checklist/S48581426","3 Sep 1976","Observer:","James Lyons","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/yebcha/US-OR-051","Yellow-breasted Chat","Icteria virens","X","[object Object]","Date:","https://ebird.org/checklist/S99722827","14 May 1976","Observer:","Daniel Taylor","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/redcro/US-OR-051","Red Crossbill","Loxia curvirostra","X","[object Object]","Date:","https://ebird.org/checklist/S55596918","1 May 1976","Observer:","James Lyons","Location:","Portland","","","",""
"https://ebird.org/species/lazbun/US-OR-051","Lazuli Bunting","Passerina amoena","X","[object Object]","Date:","https://ebird.org/checklist/S18919829","1 May 1976","Observer:","Tom Crabtree","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/brnowl/US-OR-051","American Barn Owl","Tyto furcata","X","[object Object]","Date:","https://ebird.org/checklist/S99722394","20 Mar 1976","Observer:","Daniel Taylor","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/snobun/US-OR-051","Snow Bunting","Plectrophenax nivalis","X","[object Object]","Date:","https://ebird.org/checklist/S18919292","17 Jan 1976","Observer:","Tom Crabtree","Location:","Portland","","","",""
"https://ebird.org/species/empgoo/US-OR-051","Emperor Goose","Anser canagicus","X","[object Object]","Date:","https://ebird.org/checklist/S18919825","19 Dec 1975","Observer:","Tom Crabtree","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/mewgul2/US-OR-051","Short-billed Gull","Larus brachyrhynchus","X","[object Object]","Date:","https://ebird.org/checklist/S229564423","27 Nov 1975","Observer:","Steve Summers","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/annhum/US-OR-051","Anna's Hummingbird","Calypte anna","X","[object Object]","Date:","https://ebird.org/checklist/S142723882","22 Nov 1975","Observer:","Wink Gross","Location:","Bethwood Village apartment","","[object Object]","Show details","Details:"
"https://ebird.org/species/rusbun/US-OR-051","Rustic Bunting","Emberiza rustica","2","[object Object]","Date:","https://ebird.org/checklist/S97380908","21 Nov 1975","Observer:","Oregon Bird Records Committee OBRC","Location:","Portland","","[object Object]","Show details","Details:"
"https://ebird.org/species/merlin/US-OR-051","Merlin","Falco columbarius","X","[object Object]","Date:","https://ebird.org/checklist/S18919832","10 Oct 1975","Observer:","Tom Crabtree","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/whtkit/US-OR-051","White-tailed Kite","Elanus leucurus","X","[object Object]","Date:","https://ebird.org/checklist/S18919842","6 Oct 1975","Observer:","Tom Crabtree","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/wewvir2/US-OR-051","Western Warbling Vireo","Vireo swainsoni","X","[object Object]","Date:","https://ebird.org/checklist/S18919297","1 Jul 1975","Observer:","Tom Crabtree","Location:","Portland","","","",""
"https://ebird.org/species/purmar/US-OR-051","Purple Martin","Progne subis","X","[object Object]","Date:","https://ebird.org/checklist/S18919291","23 Jun 1975","Observer:","Tom Crabtree","Location:","Portland","","","",""
"https://ebird.org/species/comnig/US-OR-051","Common Nighthawk","Chordeiles minor","X","[object Object]","Date:","https://ebird.org/checklist/S18919283","22 Jun 1975","Observer:","Tom Crabtree","Location:","Portland","","","",""
"https://ebird.org/species/grnher/US-OR-051","Green Heron","Butorides virescens","X","[object Object]","Date:","https://ebird.org/checklist/S48591534","28 May 1975","Observer:","James Lyons","Location:","Portland","","","",""
"https://ebird.org/species/casvir/US-OR-051","Cassin's Vireo","Vireo cassinii","X","[object Object]","Date:","https://ebird.org/checklist/S19606267","25 May 1975","Observer:","Tom Crabtree","Location:","Crystal Springs Rhododendron Garden","https://ebird.org/region/L792565?rank=lrec","","",""
"https://ebird.org/species/wewpew/US-OR-051","Western Wood-Pewee","Contopus sordidulus","X","[object Object]","Date:","https://ebird.org/checklist/S41849216","18 May 1975","Observer:","Erik Bergman","Location:","Sauvie Island--Oak Island (Multnomah Co.)","https://ebird.org/region/L2365468?rank=lrec","","",""
"https://ebird.org/species/soogro1/US-OR-051","Sooty Grouse","Dendragapus fuliginosus","X","[object Object]","Date:","https://ebird.org/checklist/S18919347","17 May 1975","Observer:","Tom Crabtree","Location:","Larch Mountain","https://ebird.org/region/L447386?rank=lrec","","",""
"https://ebird.org/species/rebsap/US-OR-051","Red-breasted Sapsucker","Sphyrapicus ruber","X","[object Object]","Date:","https://ebird.org/checklist/S18919347","17 May 1975","Observer:","Tom Crabtree","Location:","Larch Mountain","https://ebird.org/region/L447386?rank=lrec","","",""
"https://ebird.org/species/hamfly/US-OR-051","Hammond's Flycatcher","Empidonax hammondii","X","[object Object]","Date:","https://ebird.org/checklist/S18919347","17 May 1975","Observer:","Tom Crabtree","Location:","Larch Mountain","https://ebird.org/region/L447386?rank=lrec","","",""
"https://ebird.org/species/towsol/US-OR-051","Townsend's Solitaire","Myadestes townsendi","X","[object Object]","Date:","https://ebird.org/checklist/S18919347","17 May 1975","Observer:","Tom Crabtree","Location:","Larch Mountain","https://ebird.org/region/L447386?rank=lrec","","",""
"https://ebird.org/species/towwar/US-OR-051","Townsend's Warbler","Setophaga townsendi","X","[object Object]","Date:","https://ebird.org/checklist/S18919347","17 May 1975","Observer:","Tom Crabtree","Location:","Larch Mountain","https://ebird.org/region/L447386?rank=lrec","","",""
"https://ebird.org/species/herwar/US-OR-051","Hermit Warbler","Setophaga occidentalis","X","[object Object]","Date:","https://ebird.org/checklist/S18919347","17 May 1975","Observer:","Tom Crabtree","Location:","Larch Mountain","https://ebird.org/region/L447386?rank=lrec","","",""
"https://ebird.org/species/palwar/US-OR-051","Palm Warbler","Setophaga palmarum","1","[object Object]","Date:","https://ebird.org/checklist/S50322041","10 May 1975","Observer:","Wink Gross","Location:","Oak Island--Multnomah Co.","","[object Object]","Show details","Details:"
"https://ebird.org/species/buwtea/US-OR-051","Blue-winged Teal","Spatula discors","X","[object Object]","Date:","https://ebird.org/checklist/S18919821","30 Apr 1975","Observer:","Tom Crabtree","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/bongul/US-OR-051","Bonaparte's Gull","Chroicocephalus philadelphia","X","[object Object]","Date:","https://ebird.org/checklist/S18919822","29 Apr 1975","Observer:","Tom Crabtree","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/sora/US-OR-051","Sora","Porzana carolina","X","[object Object]","Date:","https://ebird.org/checklist/S18919839","20 Apr 1975","Observer:","Tom Crabtree","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/bkbplo/US-OR-051","Black-bellied Plover","Pluvialis squatarola","X","[object Object]","Date:","https://ebird.org/checklist/S18919817","18 Apr 1975","Observer:","Tom Crabtree","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/lobdow/US-OR-051","Long-billed Dowitcher","Limnodromus scolopaceus","X","[object Object]","Date:","https://ebird.org/checklist/S18919814","11 Apr 1975","Observer:","Tom Crabtree","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/sposan/US-OR-051","Spotted Sandpiper","Actitis macularius","X","[object Object]","Date:","https://ebird.org/checklist/S18919814","11 Apr 1975","Observer:","Tom Crabtree","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/wessan/US-OR-051","Western Sandpiper","Calidris mauri","X","[object Object]","Date:","https://ebird.org/checklist/S18919814","11 Apr 1975","Observer:","Tom Crabtree","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/amebit/US-OR-051","American Bittern","Botaurus lentiginosus","X","[object Object]","Date:","https://ebird.org/checklist/S18919814","11 Apr 1975","Observer:","Tom Crabtree","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/nrwswa/US-OR-051","Northern Rough-winged Swallow","Stelgidopteryx serripennis","X","[object Object]","Date:","https://ebird.org/checklist/S18919814","11 Apr 1975","Observer:","Tom Crabtree","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/yehbla/US-OR-051","Yellow-headed Blackbird","Xanthocephalus xanthocephalus","X","[object Object]","Date:","https://ebird.org/checklist/S18919814","11 Apr 1975","Observer:","Tom Crabtree","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/cintea/US-OR-051","Cinnamon Teal","Spatula cyanoptera","X","[object Object]","Date:","https://ebird.org/checklist/S18919824","5 Apr 1975","Observer:","Tom Crabtree","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/virrai/US-OR-051","Virginia Rail","Rallus limicola","X","[object Object]","Date:","https://ebird.org/checklist/S18919836","20 Mar 1975","Observer:","Tom Crabtree","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/brncre/US-OR-051","Brown Creeper","Certhia americana","2","[object Object]","Date:","https://ebird.org/checklist/S44015734","9 Mar 1975","Observer:","Erik Bergman","Location:","Tryon Creek SP","https://ebird.org/region/L875043?rank=lrec","","",""
"https://ebird.org/species/glagul/US-OR-051","Glaucous Gull","Larus hyperboreus","X","[object Object]","Date:","https://ebird.org/checklist/S18919826","3 Mar 1975","Observer:","Tom Crabtree","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/y00478/US-OR-051","Iceland Gull","Larus glaucoides","X","[object Object]","Date:","https://ebird.org/checklist/S18919826","3 Mar 1975","Observer:","Tom Crabtree","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/whtspa/US-OR-051","White-throated Sparrow","Zonotrichia albicollis","X","[object Object]","Date:","https://ebird.org/checklist/S18919826","3 Mar 1975","Observer:","Tom Crabtree","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/linspa/US-OR-051","Lincoln's Sparrow","Melospiza lincolnii","X","[object Object]","Date:","https://ebird.org/checklist/S18919826","3 Mar 1975","Observer:","Tom Crabtree","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/ribgul/US-OR-051","Ring-billed Gull","Larus delawarensis","X","[object Object]","Date:","https://ebird.org/checklist/S18919818","1 Mar 1975","Observer:","Tom Crabtree","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/categr1/US-OR-051","Western Cattle-Egret","Ardea ibis","1","[object Object]","Date:","https://ebird.org/checklist/S18919818","1 Mar 1975","Observer:","Tom Crabtree","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/osprey/US-OR-051","Osprey","Pandion haliaetus","X","[object Object]","Date:","https://ebird.org/checklist/S18919818","1 Mar 1975","Observer:","Tom Crabtree","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
"https://ebird.org/species/treswa/US-OR-051","Tree Swallow","Tachycineta bicolor","X","[object Object]","Date:","https://ebird.org/checklist/S18919841","24 Feb 1975","Observer:","Tom Crabtree","Location:","Sauvie Island (Multnomah Co.)","https://ebird.org/region/L712038?rank=lrec","","",""
