"Species href","Species-common","Species-sci","Obs-count","Icon href","is-visuallyHidden 2","Obs-date href","Obs-date","is-visuallyHidden 3","Obs-observer","is-visuallyHidden 4","Obs-location-name","Obs-location-name href","Icon href 4","is-visuallyHidden 5","is-visuallyHidden 6"
"https://ebird.org/species/wesowl1/US-OR-051","Western Screech-Owl","Megascops kennicottii","X","[object Object]","Date:","https://ebird.org/checklist/S128616530","24 Sep 1902","Observer:","Stanley Jewett","Location:","Government Island SP","https://ebird.org/region/L2325141?rank=lrec","","",""
"https://ebird.org/species/dowwoo/US-OR-051","Downy Woodpecker","Dryobates pubescens","X","[object Object]","Date:","https://ebird.org/checklist/S128616530","24 Sep 1902","Observer:","Stanley Jewett","Location:","Government Island SP","https://ebird.org/region/L2325141?rank=lrec","","",""
"https://ebird.org/species/haiwoo/US-OR-051","Hairy Woodpecker","Leuconotopicus villosus","X","[object Object]","Date:","https://ebird.org/checklist/S128616530","24 Sep 1902","Observer:","Stanley Jewett","Location:","Government Island SP","https://ebird.org/region/L2325141?rank=lrec","","",""
"https://ebird.org/species/norfli/US-OR-051","Northern Flicker","Colaptes auratus","X","[object Object]","Date:","https://ebird.org/checklist/S128616530","24 Sep 1902","Observer:","Stanley Jewett","Location:","Government Island SP","https://ebird.org/region/L2325141?rank=lrec","","",""
"https://ebird.org/species/bkcchi/US-OR-051","Black-capped Chickadee","Poecile atricapillus","X","[object Object]","Date:","https://ebird.org/checklist/S128616530","24 Sep 1902","Observer:","Stanley Jewett","Location:","Government Island SP","https://ebird.org/region/L2325141?rank=lrec","","",""
"https://ebird.org/species/amepip/US-OR-051","American Pipit","Anthus rubescens","X","[object Object]","Date:","https://ebird.org/checklist/S128616530","24 Sep 1902","Observer:","Stanley Jewett","Location:","Government Island SP","https://ebird.org/region/L2325141?rank=lrec","","",""
"https://ebird.org/species/whcspa/US-OR-051","White-crowned Sparrow","Zonotrichia leucophrys","X","[object Object]","Date:","https://ebird.org/checklist/S128616530","24 Sep 1902","Observer:","Stanley Jewett","Location:","Government Island SP","https://ebird.org/region/L2325141?rank=lrec","","",""
"https://ebird.org/species/sonspa/US-OR-051","Song Sparrow","Melospiza melodia","X","[object Object]","Date:","https://ebird.org/checklist/S128616530","24 Sep 1902","Observer:","Stanley Jewett","Location:","Government Island SP","https://ebird.org/region/L2325141?rank=lrec","","",""
"https://ebird.org/species/spotow/US-OR-051","Spotted Towhee","Pipilo maculatus","X","[object Object]","Date:","https://ebird.org/checklist/S128616530","24 Sep 1902","Observer:","Stanley Jewett","Location:","Government Island SP","https://ebird.org/region/L2325141?rank=lrec","","",""
"https://ebird.org/species/wesmea/US-OR-051","Western Meadowlark","Sturnella neglecta","X","[object Object]","Date:","https://ebird.org/checklist/S128616530","24 Sep 1902","Observer:","Stanley Jewett","Location:","Government Island SP","https://ebird.org/region/L2325141?rank=lrec","","",""
"https://ebird.org/species/macwar/US-OR-051","MacGillivray's Warbler","Geothlypis tolmiei","1","[object Object]","Date:","https://ebird.org/checklist/S128614480","15 May 1902","Observer:","Stanley Jewett","Location:","Government Island SP","https://ebird.org/region/L2325141?rank=lrec","","",""
"https://ebird.org/species/y00475/US-OR-051","American Coot","Fulica americana","1","[object Object]","Date:","https://ebird.org/checklist/S125353911","22 Apr 1888","Observer:","Arthur C. Bent Data","Location:","Portland","","[object Object]","Show details","Details:"
